2023-04-10 18:25:41.532 T: 21.58*C  H: 66.41%  A: 810.80m  P: 919.58hPa  
2023-04-10 18:25:44.582 T: 21.57*C  H: 66.43%  A: 810.82m  P: 919.58hPa  
2023-04-10 18:25:47.659 T: 21.58*C  H: 66.43%  A: 810.78m  P: 919.58hPa  
2023-04-10 18:25:50.724 T: 21.58*C  H: 66.42%  A: 810.59m  P: 919.60hPa  
2023-04-10 18:25:53.795 T: 21.58*C  H: 66.43%  A: 810.69m  P: 919.59hPa  
2023-04-10 18:25:56.820 T: 21.58*C  H: 66.42%  A: 810.79m  P: 919.60hPa  
2023-04-10 18:25:59.900 T: 21.59*C  H: 66.41%  A: 810.89m  P: 919.57hPa  
2023-04-10 18:26:03.000 T: 21.59*C  H: 66.37%  A: 810.79m  P: 919.58hPa  
2023-04-10 18:26:06.059 T: 21.60*C  H: 66.37%  A: 810.42m  P: 919.63hPa  
2023-04-10 18:26:09.108 T: 21.60*C  H: 66.36%  A: 810.51m  P: 919.61hPa  
2023-04-10 18:26:12.139 T: 21.59*C  H: 66.35%  A: 810.90m  P: 919.57hPa  
2023-04-10 18:26:15.195 T: 21.60*C  H: 66.36%  A: 810.95m  P: 919.56hPa  
2023-04-10 18:26:18.280 T: 21.60*C  H: 66.36%  A: 810.74m  P: 919.59hPa  
2023-04-10 18:26:21.352 T: 21.61*C  H: 66.37%  A: 810.48m  P: 919.62hPa  
2023-04-10 18:26:24.439 T: 21.60*C  H: 66.36%  A: 810.35m  P: 919.63hPa  
2023-04-10 18:26:27.447 T: 21.61*C  H: 66.37%  A: 810.68m  P: 919.62hPa  
2023-04-10 18:26:30.500 T: 21.61*C  H: 66.37%  A: 810.64m  P: 919.60hPa  
2023-04-10 18:26:33.583 T: 21.62*C  H: 66.36%  A: 810.46m  P: 919.62hPa  
2023-04-10 18:26:36.654 T: 21.61*C  H: 66.35%  A: 810.71m  P: 919.59hPa  
2023-04-10 18:26:39.738 T: 21.61*C  H: 66.34%  A: 810.43m  P: 919.62hPa  
2023-04-10 18:26:42.751 T: 21.61*C  H: 66.34%  A: 810.62m  P: 919.60hPa  
2023-04-10 18:26:45.830 T: 21.62*C  H: 66.33%  A: 810.65m  P: 919.60hPa  
2023-04-10 18:26:48.903 T: 21.62*C  H: 66.32%  A: 810.89m  P: 919.56hPa  
2023-04-10 18:26:51.967 T: 21.62*C  H: 66.33%  A: 810.72m  P: 919.59hPa  
2023-04-10 18:26:55.041 T: 21.63*C  H: 66.32%  A: 810.35m  P: 919.63hPa  
2023-04-10 18:26:58.115 T: 21.63*C  H: 66.30%  A: 810.59m  P: 919.60hPa  
2023-04-10 18:27:01.118 T: 21.63*C  H: 66.29%  A: 810.74m  P: 919.59hPa  
2023-04-10 18:27:04.259 T: 21.63*C  H: 66.28%  A: 810.59m  P: 919.60hPa  
2023-04-10 18:27:07.278 T: 21.63*C  H: 66.26%  A: 810.46m  P: 919.62hPa  
2023-04-10 18:27:10.344 T: 21.63*C  H: 66.26%  A: 810.70m  P: 919.61hPa  
2023-04-10 18:27:13.418 T: 21.63*C  H: 66.26%  A: 810.79m  P: 919.58hPa  
2023-04-10 18:27:16.490 T: 21.64*C  H: 66.25%  A: 810.26m  P: 919.64hPa  
2023-04-10 18:27:19.513 T: 21.64*C  H: 66.25%  A: 810.47m  P: 919.62hPa  
2023-04-10 18:27:22.566 T: 21.65*C  H: 66.25%  A: 810.63m  P: 919.56hPa  
2023-04-10 18:27:25.683 T: 21.65*C  H: 66.24%  A: 810.72m  P: 919.59hPa  
2023-04-10 18:27:28.709 T: 21.65*C  H: 66.23%  A: 810.58m  P: 919.60hPa  
2023-04-10 18:27:31.809 T: 21.66*C  H: 66.22%  A: 810.75m  P: 919.59hPa  
2023-04-10 18:27:34.818 T: 21.66*C  H: 66.21%  A: 810.40m  P: 919.62hPa  
2023-04-10 18:27:37.880 T: 21.66*C  H: 66.20%  A: 810.97m  P: 919.56hPa  
2023-04-10 18:27:40.962 T: 21.66*C  H: 66.22%  A: 810.62m  P: 919.60hPa  
2023-04-10 18:27:44.038 T: 21.66*C  H: 66.21%  A: 810.52m  P: 919.62hPa  
2023-04-10 18:27:47.122 T: 21.66*C  H: 66.21%  A: 810.65m  P: 919.60hPa  
2023-04-10 18:27:50.178 T: 21.66*C  H: 66.20%  A: 810.40m  P: 919.62hPa  
2023-04-10 18:27:53.191 T: 21.66*C  H: 66.20%  A: 810.34m  P: 919.63hPa  
2023-04-10 18:27:56.255 T: 21.67*C  H: 66.20%  A: 810.87m  P: 919.57hPa  
2023-04-10 18:27:59.345 T: 21.68*C  H: 66.18%  A: 810.43m  P: 919.62hPa  
2023-04-10 18:28:02.420 T: 21.66*C  H: 66.17%  A: 810.81m  P: 919.58hPa  
2023-04-10 18:28:05.513 T: 21.66*C  H: 66.19%  A: 810.68m  P: 919.60hPa  
2023-04-10 18:28:08.567 T: 21.66*C  H: 66.20%  A: 810.67m  P: 919.59hPa  
2023-04-10 18:28:11.569 T: 21.67*C  H: 66.19%  A: 810.77m  P: 919.58hPa  
2023-04-10 18:28:14.638 T: 21.67*C  H: 66.17%  A: 810.57m  P: 919.61hPa  
2023-04-10 18:28:17.709 T: 21.67*C  H: 66.17%  A: 810.37m  P: 919.62hPa  
2023-04-10 18:28:20.781 T: 21.66*C  H: 66.18%  A: 810.63m  P: 919.60hPa  
2023-04-10 18:28:23.868 T: 21.67*C  H: 66.19%  A: 810.46m  P: 919.62hPa  
2023-04-10 18:28:26.875 T: 21.67*C  H: 66.19%  A: 810.49m  P: 919.61hPa  
2023-04-10 18:28:29.946 T: 21.66*C  H: 66.19%  A: 810.83m  P: 919.58hPa  
2023-04-10 18:28:33.022 T: 21.67*C  H: 66.20%  A: 810.66m  P: 919.59hPa  
2023-04-10 18:28:36.081 T: 21.67*C  H: 66.19%  A: 810.73m  P: 919.59hPa  
2023-04-10 18:28:39.165 T: 21.67*C  H: 66.20%  A: 810.77m  P: 919.59hPa  
2023-04-10 18:28:42.226 T: 21.68*C  H: 66.19%  A: 810.79m  P: 919.58hPa  
2023-04-10 18:28:45.261 T: 21.68*C  H: 66.18%  A: 810.42m  P: 919.62hPa  
2023-04-10 18:28:48.353 T: 21.68*C  H: 66.18%  A: 810.43m  P: 919.62hPa  
2023-04-10 18:28:51.406 T: 21.68*C  H: 66.18%  A: 810.88m  P: 919.57hPa  
2023-04-10 18:28:54.472 T: 21.68*C  H: 66.18%  A: 810.65m  P: 919.60hPa  
2023-04-10 18:28:57.555 T: 21.68*C  H: 66.19%  A: 810.71m  P: 919.59hPa  
2023-04-10 18:29:00.594 T: 21.69*C  H: 66.18%  A: 810.20m  P: 919.63hPa  
2023-04-10 18:29:03.655 T: 21.68*C  H: 66.20%  A: 810.48m  P: 919.62hPa  
2023-04-10 18:29:06.728 T: 21.68*C  H: 66.20%  A: 810.57m  P: 919.61hPa  
2023-04-10 18:29:09.800 T: 21.68*C  H: 66.22%  A: 810.55m  P: 919.61hPa  
2023-04-10 18:29:12.881 T: 21.67*C  H: 66.24%  A: 810.55m  P: 919.61hPa  
2023-04-10 18:29:15.924 T: 21.67*C  H: 66.25%  A: 810.76m  P: 919.58hPa  
2023-04-10 18:29:17.242 Disconnected
